日時	EUR/JPY(始値, 買い)	EUR/JPY(高値, 買い)	EUR/JPY(安値, 買い)	EUR/JPY(終値, 買い)	EUR/JPY(始値, 売り)	EUR/JPY(高値, 売り)	EUR/JPY(安値, 売り)	EUR/JPY(終値, 売り)	
139.450	139.369	139.421	12.0157	11.9546	2014-02-14T19:00:00	139.542	139.576	139.396	
139.435	139.515	139.544	139.370	139.406	13.8643	13.6038	2014-02-14T18:30:00	139.531	
139.601	139.442	139.542	139.506	139.571	139.414	139.515	15.9973	11.8064	
2014-02-14T18:00:00	139.518	139.674	139.437	139.531	139.490	139.644	139.411	139.506	
18.4584	13.6227	2014-02-14T17:30:00	139.504	139.599	139.463	139.518	139.475	139.571	
139.434	139.490	16.4780	15.7185	2014-02-14T17:00:00	139.620	139.706	139.394	139.504	
139.591	139.677	139.370	139.475	19.0131	18.1367	2014-02-14T16:30:00	139.582	139.631	
139.494	139.620	139.552	139.602	139.465	139.591	21.9382	16.1663	2014-02-14T16:00:00	
139.233	139.643	139.233	139.582	139.208	139.617	139.208	139.552	25.3133	
18.6534	2014-02-14T15:30:00	139.145	139.312	139.126	139.233	139.114	139.282	139.097	
139.208	16.6066	21.5232	2014-02-14T15:00:00	139.109	139.193	139.088	139.145	139.081	
139.166	139.061	139.114	9.5149	24.8344	2014-02-14T14:30:00	139.133	139.238	139.078	
139.109	139.106	139.209	139.048	139.081	10.9787	28.6551	2014-02-14T14:00:00	139.338	
139.347	139.006	139.133	139.308	139.318	138.976	139.106	12.6678	33.0636	
2014-02-14T13:30:00	139.255	139.410	139.211	139.338	139.227	139.382	139.181	139.308	
14.6167	28.9286	2014-02-14T13:00:00	139.236	139.288	139.175	139.255	139.211	139.258	
139.146	139.227	7.3744	33.3791	2014-02-14T12:30:00	139.399	139.399	139.093	139.236	
139.373	139.373	139.063	139.211	8.5089	38.5143	2014-02-14T12:00:00	139.528	139.531	
139.303	139.399	139.496	139.501	139.284	139.373	9.8179	33.4719	2014-02-14T11:30:00	
139.581	139.681	139.525	139.528	139.549	139.652	139.496	139.496	11.3284	
23.5913	2014-02-14T11:00:00	139.779	139.835	139.555	139.581	139.746	139.807	139.531	
139.549	13.0712	23.7690	2014-02-14T10:30:00	139.959	139.990	139.749	139.779	139.930	
139.965	139.723	139.746	15.0822	16.7235	2014-02-14T10:00:00	139.864	139.990	139.791	
139.959	139.834	139.961	139.761	139.930	17.4025	16.8805	2014-02-14T09:30:00	139.985	
140.003	139.848	139.864	139.956	139.973	139.822	139.834	20.0798	14.7852	
2014-02-14T09:00:00	139.757	140.081	139.757	139.985	139.725	140.055	139.725	139.956	
23.1691	17.0599	2014-02-14T08:30:00	139.831	139.860	139.752	139.757	139.799	139.828	
139.723	139.725	16.1508	19.6845	2014-02-14T08:00:00	139.898	139.905	139.765	139.831	
139.863	139.866	139.737	139.799	18.6355	20.6616	2014-02-14T07:30:00	139.857	139.898	
139.828	139.898	139.819	139.863	139.793	139.863	21.5025	17.1617	2014-02-14T07:00:00	
139.791	139.889	139.783	139.857	139.739	139.836	139.739	139.819	18.8765	
19.8020	2014-02-14T06:30:00	139.855	139.856	139.755	139.791	139.823	139.827	139.724	
139.739	20.3532	22.8484	2014-02-14T06:00:00	139.860	139.860	139.799	139.855	139.837	
139.837	139.769	139.823	23.4844	19.6421	2014-02-14T05:30:00	139.929	139.932	139.860	
139.860	139.900	139.905	139.837	139.837	27.0974	7.2794	2014-02-14T05:00:00	139.893	
139.930	139.840	139.929	139.866	139.900	139.812	139.900	30.1350	8.3993	
2014-02-14T04:30:00	139.725	139.931	139.721	139.893	139.698	139.905	139.693	139.866	
34.7712	9.6915	2014-02-14T04:00:00	139.712	139.750	139.696	139.725	139.684	139.722	
139.669	139.698	26.8405	11.1824	2014-02-14T03:30:00	139.691	139.713	139.638	139.712	
139.660	139.684	139.612	139.684	19.9393	12.9028	2014-02-14T03:00:00	139.724	139.767	
139.644	139.691	139.696	139.742	139.614	139.660	23.0069	14.4605	2014-02-14T02:30:00	
139.708	139.758	139.694	139.724	139.679	139.729	139.665	139.696	26.5464	
10.5554	2014-02-14T02:00:00	139.704	139.732	139.647	139.708	139.680	139.706	139.620	
139.679	25.1016	12.1793	2014-02-14T01:30:00	139.712	139.790	139.660	139.704	139.686	
139.762	139.634	139.680	28.9634	11.5486	2014-02-14T01:00:00	139.604	139.732	139.564	
139.712	139.576	139.706	139.538	139.686	26.6885	13.3253	2014-02-14T00:30:00	139.496	
139.678	139.443	139.604	139.467	139.654	139.414	139.576	26.0325	15.3753	
2014-02-14T00:00:00	139.244	139.549	139.209	139.496	139.216	139.522	139.181	139.467	
21.5760	17.7408	2014-02-13T23:30:00	139.142	139.352	139.129	139.244	139.112	139.323	
139.101	139.216	15.9173	20.4701	2014-02-13T23:00:00	139.213	139.308	139.080	139.142	
139.183	139.279	139.050	139.112	15.3169	23.6194	2014-02-13T22:30:00	139.451	139.451	
139.175	139.213	139.258	139.395	139.146	139.183	17.6733	20.8037	2014-02-13T22:00:00	
139.466	139.525	139.294	139.451	139.441	139.503	139.258	139.258	20.3923	
17.0843	2014-02-13T21:30:00	139.434	139.475	139.406	139.466	139.406	139.449	139.380	
139.441	23.5295	12.0517	2014-02-13T21:00:00	139.266	139.438	139.266	139.434	139.241	
139.411	139.241	139.406	18.6768	13.9058	2014-02-13T20:30:00	139.300	139.398	139.266	
139.266	139.273	139.368	139.241	139.241	17.6587	16.0452	2014-02-13T20:00:00	139.311	
139.369	139.223	139.300	139.282	139.341	139.198	139.273	17.1047	18.5137	
2014-02-13T19:30:00	139.386	139.466	139.307	139.311	139.357	139.436	139.280	139.282	
19.7362	12.5400	2014-02-13T19:00:00	139.520	139.563	139.283	139.386	139.492	139.535	
139.254	139.357	22.7725	14.4692	2014-02-13T18:30:00	139.472	139.704	139.403	139.520	
139.446	139.676	139.377	139.492	26.2760	9.9611	2014-02-13T18:00:00	139.122	139.514	
138.936	139.472	139.096	139.485	138.908	139.446	20.4908	11.4935	2014-02-13T17:30:00	
139.243	139.308	139.102	139.122	139.216	139.282	139.082	139.096	18.2307	
13.2618	2014-02-13T17:00:00	139.126	139.317	139.126	139.243	139.099	139.288	139.099	
139.216	21.0354	13.9943	2014-02-13T16:30:00	139.107	139.161	139.046	139.126	139.077	
139.135	139.018	139.099	11.8174	16.1473	2014-02-13T16:00:00	139.059	139.140	138.994	
139.107	139.029	139.114	138.972	139.077	10.8741	18.6315	2014-02-13T15:30:00	139.149	
139.155	138.984	139.059	139.123	139.125	138.954	139.029	12.5470	21.4979	
2014-02-13T15:00:00	138.965	139.157	138.938	139.149	138.937	139.128	138.909	139.123	
14.4774	24.8053	2014-02-13T14:30:00	138.948	139.042	138.904	138.965	138.918	139.019	
138.877	138.937	9.0475	28.6215	2014-02-13T14:00:00	139.047	139.061	138.891	138.948	
139.021	139.029	138.863	138.918	10.4394	33.0248	2014-02-13T13:30:00	139.097	139.148	
139.040	139.047	139.067	139.118	139.013	139.021	12.0454	24.2037	2014-02-13T13:00:00	
139.112	139.149	139.020	139.097	139.082	139.120	138.994	139.067	13.8986	
27.9274	2014-02-13T12:30:00	139.176	139.194	139.043	139.112	139.144	139.164	139.017	
139.082	16.0368	29.4156	2014-02-13T12:00:00	139.343	139.350	139.126	139.176	139.317	
139.323	139.100	139.144	18.5040	25.2545	2014-02-13T11:30:00	139.298	139.390	139.267	
139.343	139.270	139.363	139.240	139.317	21.3508	19.4814	2014-02-13T11:00:00	139.213	
139.327	139.210	139.298	139.186	139.298	139.184	139.270	16.5055	22.4785	
2014-02-13T10:30:00	139.337	139.368	139.152	139.213	139.308	139.339	139.127	139.186	
19.0448	25.9367	2014-02-13T10:00:00	139.365	139.411	139.317	139.337	139.336	139.383	
139.288	139.308	21.9747	18.2434	2014-02-13T09:30:00	139.246	139.392	139.232	139.365	
139.214	139.367	139.204	139.336	22.7643	21.0501	2014-02-13T09:00:00	139.247	139.287	
139.187	139.246	139.216	139.255	139.159	139.214	15.6955	24.2885	2014-02-13T08:30:00	
139.271	139.333	139.245	139.247	139.239	139.306	139.213	139.216	18.1102	
19.3714	2014-02-13T08:00:00	139.431	139.432	139.246	139.271	139.391	139.393	139.215	
139.239	20.8964	22.0207	2014-02-13T07:30:00	139.384	139.477	139.372	139.431	139.349	
139.439	139.341	139.391	24.1112	14.5183	2014-02-13T07:00:00	139.384	139.421	139.379	
139.384	139.339	139.371	139.298	139.349	17.1456	16.7519	2014-02-13T06:30:00	139.355	
139.403	139.340	139.384	139.325	139.369	139.312	139.339	19.7834	16.3786	
2014-02-13T06:00:00	139.331	139.405	139.326	139.355	139.306	139.377	139.295	139.325	
22.8270	18.8984	2014-02-13T05:30:00	139.328	139.366	139.285	139.331	139.298	139.338	
139.259	139.306	19.0218	21.8059	2014-02-13T05:00:00	139.309	139.344	139.259	139.328	
139.282	139.316	139.231	139.298	17.6639	25.1606	2014-02-13T04:30:00	139.346	139.346	
139.218	139.309	139.320	139.320	139.190	139.282	20.3814	29.0315	2014-02-13T04:00:00	
139.401	139.409	139.304	139.346	139.376	139.381	139.276	139.320	23.5170	
23.3204	2014-02-13T03:30:00	139.426	139.510	139.399	139.401	139.396	139.486	139.372	
139.376	27.1350	12.8422	2014-02-13T03:00:00	139.258	139.444	139.216	139.426	139.231	
139.416	139.191	139.396	21.8630	14.8179	2014-02-13T02:30:00	139.279	139.317	139.166	
139.258	139.251	139.288	139.139	139.231	16.4744	17.0976	2014-02-13T02:00:00	139.312	
139.347	139.261	139.279	139.285	139.318	139.232	139.251	19.0089	10.1255	
2014-02-13T01:30:00	139.428	139.476	139.244	139.312	139.402	139.451	139.219	139.285	
21.9333	11.6833	2014-02-13T01:00:00	139.322	139.504	139.290	139.428	139.295	139.478	
139.264	139.402	25.3077	10.4966	2014-02-13T00:30:00	139.132	139.354	139.099	139.322	
139.105	139.325	139.072	139.295	18.2019	12.1115	2014-02-13T00:00:00	139.166	139.206	
139.067	139.132	139.142	139.182	139.038	139.105	12.3065	13.9748	2014-02-12T23:30:00	
138.921	139.208	138.913	139.166	138.897	139.184	138.884	139.142	14.1998	
16.1248	2014-02-12T23:00:00	138.936	138.993	138.854	138.921	138.908	138.965	138.828	
138.897	5.1536	18.6055	2014-02-12T22:30:00	138.842	138.984	138.837	138.936	138.815	
138.956	138.811	138.908	4.9358	21.4679	2014-02-12T22:00:00	138.877	138.989	138.822	
138.842	138.847	138.962	138.797	138.815	5.6952	24.7706	2014-02-12T21:30:00	138.963	
138.964	138.687	138.877	138.933	138.941	138.665	138.847	4.6133	28.5815	
2014-02-12T21:00:00	138.823	139.044	138.786	138.963	138.788	139.016	138.760	138.933	
5.3231	27.6832	2014-02-12T20:30:00	139.643	139.643	138.812	138.823	139.612	139.614	
138.785	138.788	6.1420	30.4398	2014-02-12T20:00:00	139.705	139.745	139.586	139.643	
139.677	139.722	139.560	139.612	7.0869	20.7403	2014-02-12T19:30:00	139.731	139.762	
139.649	139.705	139.704	139.736	139.619	139.677	8.1772	18.3281	2014-02-12T19:00:00	
139.787	139.806	139.585	139.731	139.757	139.779	139.558	139.704	9.4352	
21.1478	2014-02-12T18:30:00	139.784	139.865	139.783	139.787	139.756	139.836	139.754	
139.757	10.8868	10.7571	2014-02-12T18:00:00	139.761	139.845	139.753	139.784	139.735	
139.816	139.727	139.756	8.8094	12.4120	2014-02-12T17:30:00	139.818	139.831	139.712	
139.761	139.790	139.806	139.689	139.735	8.4361	14.3215	2014-02-12T17:00:00	139.742	
139.864	139.653	139.818	139.713	139.838	139.628	139.790	9.7339	16.5248	
2014-02-12T16:30:00	139.749	139.840	139.728	139.742	139.719	139.813	139.699	139.713	
11.2314	13.8657	2014-02-12T16:00:00	139.831	139.910	139.721	139.749	139.808	139.883	
139.693	139.719	12.9593	15.9988	2014-02-12T15:30:00	139.836	139.895	139.748	139.831	
139.807	139.867	139.723	139.808	14.9531	16.0310	2014-02-12T15:00:00	139.795	139.885	
139.790	139.836	139.765	139.857	139.761	139.807	17.2536	14.4375	2014-02-12T14:30:00	
139.803	139.835	139.730	139.795	139.779	139.806	139.706	139.765	11.7349	
16.6587	2014-02-12T14:00:00	139.796	139.833	139.735	139.803	139.766	139.803	139.709	
139.779	13.5402	19.2216	2014-02-12T13:30:00	139.779	139.821	139.740	139.796	139.748	
139.792	139.713	139.766	13.8230	22.1787	2014-02-12T13:00:00	139.775	139.800	139.722	
139.779	139.744	139.770	139.695	139.748	11.6653	25.5908	2014-02-12T12:30:00	139.805	
139.854	139.762	139.775	139.775	139.825	139.732	139.744	13.4600	21.9382	
2014-02-12T12:00:00	139.815	139.862	139.805	139.805	139.783	139.831	139.775	139.775	
15.5308	18.1999	2014-02-12T11:30:00	139.888	139.904	139.762	139.815	139.860	139.877	
139.736	139.783	17.9201	20.9999	2014-02-12T11:00:00	139.868	139.983	139.807	139.888	
139.836	139.955	139.778	139.860	20.6771	19.6480	2014-02-12T10:30:00	139.757	139.869	
139.736	139.868	139.731	139.850	139.708	139.836	14.7317	22.6708	2014-02-12T10:00:00	
139.731	139.773	139.680	139.757	139.703	139.747	139.653	139.731	5.8388	
26.1586	2014-02-12T09:30:00	139.755	139.805	139.720	139.731	139.723	139.776	139.691	
139.703	6.7371	23.9637	2014-02-12T09:00:00	139.838	139.883	139.697	139.755	139.806	
139.853	139.668	139.723	7.7736	27.6504	2014-02-12T08:30:00	139.880	139.933	139.813	
139.838	139.849	139.901	139.784	139.806	8.9695	22.2578	2014-02-12T08:00:00	139.980	
139.992	139.875	139.880	139.938	139.960	139.847	139.849	10.3494	17.3980	
2014-02-12T07:30:00	139.942	140.062	139.924	139.980	139.902	140.027	139.891	139.938	
11.9417	14.0842	2014-02-12T07:00:00	139.975	140.020	139.934	139.942	139.942	139.989	
139.898	139.902	9.4802	16.2510	2014-02-12T06:30:00	139.945	140.015	139.944	139.975	
139.918	139.990	139.917	139.942	10.9387	15.5390	2014-02-12T06:00:00	139.984	140.003	
139.933	139.945	139.956	139.976	139.906	139.918	9.6711	17.9296	2014-02-12T05:30:00	
139.996	140.012	139.948	139.984	139.968	139.981	139.922	139.956	11.1589	
17.1715	2014-02-12T05:00:00	139.983	140.053	139.967	139.996	139.953	140.023	139.937	
139.968	12.8757	15.9019	2014-02-12T04:30:00	139.989	140.018	139.960	139.983	139.960	
139.991	139.933	139.953	9.1321	18.3483	2014-02-12T04:00:00	139.970	140.018	139.954	
139.989	139.945	139.989	139.929	139.960	10.0065	21.1712	2014-02-12T03:30:00	140.030	
140.044	139.961	139.970	140.000	140.015	139.931	139.945	11.5459	23.9155	
2014-02-12T03:00:00	140.074	140.130	140.016	140.030	140.043	140.106	139.987	140.000	
13.3222	17.3383	2014-02-12T02:30:00	140.085	140.197	140.056	140.074	140.059	140.167	
140.027	140.043	15.3718	14.8345	2014-02-12T02:00:00	140.148	140.215	140.025	140.085	
140.119	140.193	139.996	140.059	17.7367	17.1167	2014-02-12T01:30:00	140.236	140.249	
140.098	140.148	140.206	140.225	140.071	140.119	20.4654	13.8930	2014-02-12T01:00:00	
140.020	140.257	139.934	140.236	139.992	140.233	139.905	140.206	23.6140	
16.0303	2014-02-12T00:30:00	140.061	140.119	139.939	140.020	140.031	140.090	139.912	
139.992	20.5396	18.4965	2014-02-12T00:00:00	139.735	140.125	139.700	140.061	139.708	
140.101	139.671	140.031	23.6995	21.3422	2014-02-11T23:30:00	139.443	139.753	139.429	
139.735	139.416	139.729	139.398	139.708	14.0361	24.6256	2014-02-11T23:00:00	139.686	
139.720	139.292	139.443	139.658	139.698	139.266	139.416	14.7546	28.4141	
2014-02-11T22:30:00	139.977	140.325	139.678	139.686	139.948	140.292	139.649	139.658	
17.0246	19.1459	2014-02-11T22:00:00	140.039	140.090	139.958	139.977	140.010	140.065	
139.930	139.948	19.6438	15.3682	2014-02-11T21:30:00	139.883	140.085	139.873	140.039	
139.858	140.055	139.845	140.010	21.5263	17.7325	2014-02-11T21:00:00	139.844	139.960	
139.843	139.883	139.815	139.936	139.815	139.858	16.1201	20.4606	2014-02-11T20:30:00	
139.952	139.959	139.833	139.844	139.927	139.931	139.805	139.815	17.9643	
23.6084	2014-02-11T20:00:00	139.965	140.039	139.945	139.952	139.944	140.010	139.919	
139.927	20.7281	13.3210	2014-02-11T19:30:00	140.062	140.091	139.958	139.965	140.034	
140.067	139.930	139.944	23.9170	13.5107	2014-02-11T19:00:00	140.000	140.103	140.000	
140.062	139.970	140.076	139.970	140.034	27.5966	11.0974	2014-02-11T18:30:00	139.929	
140.006	139.861	140.000	139.905	139.980	139.833	139.970	17.9089	12.8047	
2014-02-11T18:00:00	139.874	139.992	139.867	139.929	139.846	139.966	139.838	139.905	
19.1990	14.7747	2014-02-11T17:30:00	139.988	140.013	139.811	139.874	139.961	139.990	
139.784	139.846	22.1527	17.0477	2014-02-11T17:00:00	139.680	139.993	139.668	139.988	
139.649	139.969	139.639	139.961	23.9924	19.6704	2014-02-11T16:30:00	139.718	139.740	
139.639	139.680	139.692	139.711	139.616	139.649	15.6556	22.6967	2014-02-11T16:00:00	
139.752	139.818	139.686	139.718	139.723	139.790	139.659	139.692	18.0641	
19.2249	2014-02-11T15:30:00	139.841	139.841	139.747	139.752	139.814	139.814	139.722	
139.723	20.8432	14.7839	2014-02-11T15:00:00	139.875	139.890	139.767	139.841	139.845	
139.860	139.747	139.814	24.0499	12.8777	2014-02-11T14:30:00	139.938	139.938	139.846	
139.875	139.906	139.908	139.820	139.845	27.7499	4.9201	2014-02-11T14:00:00	139.688	
139.948	139.688	139.938	139.659	139.919	139.659	139.906	32.0191	5.6771	
2014-02-11T13:30:00	139.621	139.706	139.620	139.688	139.591	139.677	139.588	139.659	
22.6256	6.5505	2014-02-11T13:00:00	139.651	139.678	139.613	139.621	139.625	139.651	
139.582	139.591	21.6120	7.5583	2014-02-11T12:30:00	139.634	139.658	139.633	139.651	
139.602	139.629	139.601	139.625	20.0317	8.7211	2014-02-11T12:00:00	139.604	139.691	
139.593	139.634	139.580	139.660	139.571	139.602	23.1135	10.0628	2014-02-11T11:30:00	
139.600	139.659	139.593	139.604	139.573	139.630	139.562	139.580	21.4836	
11.6109	2014-02-11T11:00:00	139.556	139.617	139.556	139.600	139.526	139.587	139.526	
139.573	15.0603	13.3972	2014-02-11T10:30:00	139.615	139.637	139.515	139.556	139.584	
139.607	139.489	139.526	17.3773	15.4583	2014-02-11T10:00:00	139.680	139.707	139.566	
139.615	139.651	139.679	139.536	139.584	20.0507	11.7087	2014-02-11T09:30:00	139.428	
139.809	139.411	139.680	139.396	139.779	139.380	139.651	23.1354	13.5100	
2014-02-11T09:00:00	139.389	139.462	139.366	139.428	139.357	139.430	139.333	139.396	
13.2380	15.5885	2014-02-11T08:30:00	139.502	139.504	139.370	139.389	139.472	139.472	
139.340	139.357	15.2746	16.8765	2014-02-11T08:00:00	139.504	139.557	139.465	139.502	
139.460	139.526	139.425	139.472	17.6246	9.5661	2014-02-11T07:30:00	139.474	139.540	
139.455	139.504	139.438	139.500	139.412	139.460	16.3757	11.0379	2014-02-11T07:00:00	
139.548	139.570	139.472	139.474	139.508	139.523	139.435	139.438	18.8950	
8.7150	2014-02-11T06:30:00	139.489	139.548	139.457	139.548	139.457	139.536	139.426	
139.508	21.8019	10.0558	2014-02-11T06:00:00	139.460	139.544	139.426	139.489	139.435	
139.513	139.397	139.457	21.9393	11.6028	2014-02-11T05:30:00	139.355	139.474	139.355	
139.460	139.325	139.447	139.325	139.435	16.5612	13.3879	2014-02-11T05:00:00	139.425	
139.438	139.334	139.355	139.400	139.413	139.304	139.325	14.8216	15.4475	
2014-02-11T04:30:00	139.420	139.490	139.393	139.425	139.390	139.461	139.363	139.400	
17.1018	9.4966	2014-02-11T04:00:00	139.402	139.431	139.378	139.420	139.376	139.403	
139.351	139.390	10.6277	10.9576	2014-02-11T03:30:00	139.367	139.427	139.336	139.402	
139.336	139.400	139.315	139.376	11.3751	12.6434	2014-02-11T03:00:00	139.427	139.428	
139.352	139.367	139.399	139.400	139.323	139.336	13.1252	13.1406	2014-02-11T02:30:00	
139.423	139.453	139.369	139.427	139.396	139.425	139.341	139.399	15.1444	
11.5658	2014-02-11T02:00:00	139.387	139.459	139.345	139.423	139.361	139.430	139.315	
139.396	17.4743	13.3452	2014-02-11T01:30:00	139.338	139.425	139.272	139.387	139.312	
139.396	139.245	139.361	15.6142	15.3983	2014-02-11T01:00:00	139.246	139.375	139.220	
139.338	139.223	139.351	139.194	139.312	13.4316	17.7673	2014-02-11T00:30:00	139.346	
139.349	139.181	139.246	139.317	139.320	139.157	139.223	12.4602	20.5007	
2014-02-11T00:00:00	139.321	139.355	139.239	139.346	139.294	139.328	139.210	139.317	
14.3772	18.6523	2014-02-10T23:30:00	139.367	139.389	139.292	139.321	139.341	139.361	
139.266	139.294	16.5891	14.2207	2014-02-10T23:00:00	139.392	139.433	139.343	139.367	
139.362	139.406	139.314	139.341	19.1412	8.6352	2014-02-10T22:30:00	139.293	139.410	
139.288	139.392	139.264	139.383	139.259	139.362	18.2399	9.9637	2014-02-10T22:00:00	
139.257	139.332	139.209	139.293	139.232	139.305	139.185	139.264	11.3686	
11.4966	2014-02-10T21:30:00	139.290	139.305	139.219	139.257	139.263	139.279	139.192	
139.232	9.7843	13.2653	2014-02-10T21:00:00	139.225	139.322	139.207	139.290	139.197	
139.293	139.177	139.263	11.2896	15.3062	2014-02-10T20:30:00	139.298	139.307	139.194	
139.225	139.265	139.276	139.168	139.197	10.7718	17.6610	2014-02-10T20:00:00	139.260	
139.323	139.224	139.298	139.230	139.295	139.197	139.265	12.4290	16.2470	
2014-02-10T19:30:00	139.294	139.393	139.210	139.260	139.267	139.370	139.184	139.230	
14.3411	18.7465	2014-02-10T19:00:00	139.264	139.332	139.235	139.294	139.239	139.303	
139.206	139.267	11.0057	21.6306	2014-02-10T18:30:00	139.327	139.329	139.230	139.264	
139.298	139.301	139.203	139.239	12.3816	24.9584	2014-02-10T18:00:00	139.505	139.576	
139.307	139.327	139.481	139.550	139.283	139.298	14.2865	16.2392	2014-02-10T17:30:00	
139.323	139.545	139.315	139.505	139.293	139.520	139.286	139.481	14.7558	
18.7376	2014-02-10T17:00:00	139.403	139.405	139.243	139.323	139.374	139.376	139.214	
139.293	7.5585	21.6203	2014-02-10T16:30:00	139.430	139.459	139.256	139.403	139.398	
139.441	139.227	139.374	8.7213	23.7119	2014-02-10T16:00:00	139.526	139.583	139.339	
139.430	139.500	139.553	139.308	139.398	10.0631	21.5368	2014-02-10T15:30:00	139.559	
139.577	139.510	139.526	139.531	139.546	139.481	139.500	11.6112	13.9867	
2014-02-10T15:00:00	139.535	139.618	139.535	139.559	139.513	139.586	139.506	139.531	
13.3976	10.2213	2014-02-10T14:30:00	139.534	139.597	139.475	139.535	139.504	139.571	
139.449	139.513	12.5741	11.7938	2014-02-10T14:00:00	139.557	139.575	139.489	139.534	
139.533	139.551	139.461	139.504	11.9866	13.6083	2014-02-10T13:30:00	139.525	139.585	
139.504	139.557	139.496	139.560	139.478	139.533	13.8306	12.7959	2014-02-10T13:00:00	
139.525	139.551	139.496	139.525	139.496	139.525	139.465	139.496	9.3918	
14.7644	2014-02-10T12:30:00	139.472	139.549	139.436	139.525	139.442	139.522	139.408	
139.496	10.0675	17.0359	2014-02-10T12:00:00	139.544	139.576	139.458	139.472	139.515	
139.548	139.427	139.442	11.6163	17.0927	2014-02-10T11:30:00	139.478	139.547	139.457	
139.544	139.449	139.517	139.429	139.515	9.4620	19.7224	2014-02-10T11:00:00	139.611	
139.611	139.423	139.478	139.584	139.584	139.394	139.449	10.9176	22.7566	
2014-02-10T10:30:00	139.499	139.647	139.484	139.611	139.468	139.618	139.455	139.584	
12.5973	21.3183	2014-02-10T10:00:00	139.590	139.634	139.485	139.499	139.562	139.603	
139.459	139.468	13.1196	24.5980	2014-02-10T09:30:00	139.650	139.663	139.567	139.590	
139.620	139.633	139.547	139.562	15.1379	18.9806	2014-02-10T09:00:00	139.621	139.666	
139.544	139.650	139.594	139.635	139.519	139.620	17.4669	21.9007	2014-02-10T08:30:00	
139.705	139.817	139.620	139.621	139.674	139.792	139.591	139.594	20.1541	
15.7210	2014-02-10T08:00:00	139.788	139.802	139.702	139.705	139.754	139.779	139.671	
139.674	23.2547	12.0164	2014-02-10T07:30:00	139.560	139.811	139.560	139.788	139.521	
139.783	139.521	139.754	26.8323	13.8651	2014-02-10T07:00:00	139.647	139.679	139.543	
139.560	139.608	139.608	139.504	139.521	20.6844	15.9982	2014-02-10T06:30:00	139.524	
139.700	139.524	139.647	139.474	139.662	139.470	139.608	23.8666	18.4594	
2014-02-10T06:00:00	139.550	139.564	139.415	139.524	139.476	139.524	139.344	139.474	
16.4807	21.2994	2014-02-10T05:30:00	139.564	139.582	139.499	139.550	139.519	139.533	
